Geschäftsnummer;Bewilligungsdatum;Endverbraucherland;AG (GKV);MTCR (GKV);NSGI (GKV);NSGII (GKV);WA (GKV);ML (GKV);Anhang 5.1;Anhang 5.2;ChKV; Wert 
15977;30.07.2014;China;;7A101a;;;;;;;; Fr. 16'800.00 
15978;31.07.2014;Vereinigte Arabische Emirate;;;;;9A012a2;;;;; Fr. 43'000.00 
15979;31.07.2014;Marokko;;;;;9A012a2;;;;; Fr. 43'000.00 
15980;31.07.2014;Vereinigte Staaten;;;;;;13d;;;; Fr. 1.00 
15981;31.07.2014;Niederlande;;;;;;;;;1A3; Fr. 1.00 
15982;04.08.2014;Taiwan, Provinz von China;;;;;3A001a5a1;;;;; Fr. 24'850.00 
15983;04.08.2014;Indien;;;;;6A005a6b2;;;;; Fr. 325'000.00 
15984;04.08.2014;Südafrika;;;;;;18a;;;; Fr. 52'340.00 
15985;04.08.2014;Hong Kong;;;;;5A001i;;;;; Fr. 1'500.00 
15986;05.08.2014;Taiwan, Provinz von China;;;;;2D002;;;;; Fr. 17'340.00 
15987;05.08.2014;China;;;;2B201a1;2B001b2;;;;; Fr. 366'000.00 
15988;06.08.2014;Israel;;;;2B001a1;2B001a1;;;;; Fr. 45'254.00 
15989;06.08.2014;Ukraine;;;;;6A005a6a;;;;; Fr. 16'956.00 
15990;06.08.2014;Russische Föderation;;;;2B201a1;;;;;; Fr. 302'714.00 
15991;06.08.2014;Russische Föderation;;;;1C231;;;;;; Fr. 27'000.00 
15992;06.08.2014;Russische Föderation;;;;;2B001a;;;;; Fr. 380'380.00 
15993;06.08.2014;Singapur;;;;;5A001h;;;;; Fr. 58'000.00 
15947;07.08.2014;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 356'650.00 
15947;07.08.2014;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 1'500'485.00 
15994;07.08.2014;Österreich;2B350.i4;;;;;;;;; Fr. 1'330.00 
15995;07.08.2014;Kuwait;;;;;;;5.1;;; Fr. 33'367.00 
15996;07.08.2014;Ungarn;;;;;;4a;;;; Fr. 899'950.00 
15997;08.08.2014;Kuwait;;;;;;;5.1;;; Fr. 7'400.00 
15998;08.08.2014;Bahrain;;;;;5A002a1a;;;;; Fr. 21'800.00 
15999;08.08.2014;Indien;;;;2B201b1;;;;;; Fr. 217'500.00 
16000;08.08.2014;Ägypten;;;;2B201a;;;;;; Fr. 202'000.00 
16001;08.08.2014;Deutschland;;;0B002g;;;;;;; Fr. 35'055.00 
15946;11.08.2014;Dominikanische Republik;;;;;5A002a1a;;;;; Fr. 60'000.00 
16003;11.08.2014;Saudi-Arabien;;;;;;;5.1;;; Fr. 478.00 
16003;11.08.2014;Saudi-Arabien;;;;;;;5.1;;; Fr. 1.00 
16003;11.08.2014;Saudi-Arabien;;;;;;;5.1;;; Fr. 1.00 
16004;11.08.2014;Paraguay;;;;;;;5.1;;; Fr. 1'600.00 
16004;11.08.2014;Paraguay;;;;;;;5.1;;; Fr. 150.00 
16006;11.08.2014;Südafrika;;;;;6A005a6b2;;;;; Fr. 201'720.00 
16008;11.08.2014;Deutschland;;;;;;5a;;;; Fr. 16'107.00 
16009;12.08.2014;Kroatien (Hrvatska);2B352f;;;;;;;;; Fr. 926'820.00 
16010;12.08.2014;Peru;;;;;5A002a1a;;;;; Fr. 96'000.00 
16011;12.08.2014;Brasilien;;;;;6A005a6b2;;;;; Fr. 312'520.00 
16013;13.08.2014;Belarus;;;;;;;5.1;;; Fr. 2'472.00 
16015;13.08.2014;Bangladesch;;;;;5A002a1a;;;;; Fr. 61'440.00 
16016;13.08.2014;China;;;;;3A001a2c;;;;; Fr. 118'680.00 
16014;14.08.2014;China;;7A103a;;;7A003a;;;;; Fr. 150'400.00 
16017;14.08.2014;Taiwan, Provinz von China;;;;;5A002a1a;;;;; Fr. 8'000.00 
16018;14.08.2014;Thailand;;;;;3A001a10c;;;;; Fr. 45'476.00 
16019;14.08.2014;Israel;;;;;3A001a10c;;;;; Fr. 7'833.00 
16020;14.08.2014;Singapur;;;;;5A002a1a;;;;; Fr. 8'000.00 
16021;14.08.2014;China;;;;2B201a;2B001b;;;;; Fr. 140'868.00 
16022;15.08.2014;Indien;;;;;;;5.1;;; Fr. 13'284.00 
16023;15.08.2014;Indien;;;;;;;5.1;;; Fr. 12'390.00 
16024;15.08.2014;Indien;;;;;;;5.1;;; Fr. 10'848.00 
16025;18.08.2014;China;;;;;6A005a6a;;;;; Fr. 302'560.00 
16026;18.08.2014;Indien;;;;;;;5.1;;; Fr. 1'005.00 
16027;19.08.2014;China;;;;2B201a1;2B001b2;;;;; Fr. 553'000.00 
16028;19.08.2014;Brasilien;;;;;;;5.1;;; Fr. 283'756.00 
16029;19.08.2014;Indien;;;;;;;5.1;;; Fr. 2'170.00 
16030;19.08.2014;Indien;;;;;;;5.1;;; Fr. 1'372.00 
16030;19.08.2014;Indien;;;;;;;5.1;;; Fr. 1'310.00 
16031;19.08.2014;Slowakei, Slowakische Republik;;;;;6A005a6b2;;;;; Fr. 511'402.00 
16032;19.08.2014;Taiwan, Provinz von China;;;;2B201b1;;;;;; Fr. 210'000.00 
16033;19.08.2014;Frankreich;;;;;;;5.1;;; Fr. 2'000.00 
16034;20.08.2014;Polen;2B352b;;;;;;;;; Fr. 745'184.00 
16036;20.08.2014;Irland;2B350g4;;;;;;;;; Fr. 14'640.00 
16037;20.08.2014;Taiwan, Provinz von China;;;;;5A002a1a;;;;; Fr. 8'000.00 
16038;21.08.2014;Polen;;;;2B201a1;2B001b2;;;;; Fr. 308'723.00 
16039;21.08.2014;Kolumbien;;7A103a;;;;;;;; Fr. 151'596.00 
16040;21.08.2014;Frankreich;;;;2B201a1;2B001b2;;;;; Fr. 404'688.00 
15975;22.08.2014;Saudi-Arabien;;;;;;;5.1;;; Fr. 14'120.00 
16041;22.08.2014;Irak;;;;;5A001h;;;;; Fr. 10'554.00 
16042;22.08.2014;Belarus;;;;;;;5.1;;; Fr. 12'830.00 
16043;22.08.2014;Indien;;;;;;10a;;;; Fr. 80'000'000.00 
16044;22.08.2014;Slowakei, Slowakische Republik;;;;;9A012a2;;;;; Fr. 43'000.00 
16045;22.08.2014;Israel;;;;2B201b1;;;;;; Fr. 278'000.00 
16046;22.08.2014;China;;;;2B201b;2B001c;;;;; Fr. 1'230'000.00 
16047;22.08.2014;China;;;;;3A001g2;;;;; Fr. 10'765.00 
16048;22.08.2014;China;;;;3A228c;;;;;; Fr. 36'000.00 
16049;25.08.2014;Singapur;;;;1C231;;;;;; Fr. 4'000.00 
16050;25.08.2014;China;;;;;3A001g2;;;;; Fr. 16'400.00 
16051;26.08.2014;China;;7A101a;;;;;;;; Fr. 11'900.00 
15763;27.08.2014;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 7.00 
16052;27.08.2014;China;;;;;6A005a6b2;;;;; Fr. 208'690.00 
16053;27.08.2014;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 1'556.00 
16054;27.08.2014;China;;;;;5A001h;;;;; Fr. 87'768.00 
16055;27.08.2014;Korea, Republik;;;;1C210b;1C010e;;;;; Fr. 26'481.00 
16056;27.08.2014;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 1'300.00 
16057;28.08.2014;Indien;;;;;5A002a1a;;;;; Fr. 5'200.00 
16058;28.08.2014;Bulgarien;;;;2B201b;;;;;; Fr. 124'136.00 
16059;28.08.2014;Bulgarien;;;;2B201b1;;;;;; Fr. 124'136.00 
16060;29.08.2014;Jordanien;2B350g2;;;;;;;;; Fr. 2'290.00 
16061;29.08.2014;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 335'816.00 
16062;29.08.2014;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 1'539'360.00 
16063;29.08.2014;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 86'804.00 
16064;29.08.2014;Russische Föderation;;;;;2B001a;;;;; Fr. 270'283.00 
16065;29.08.2014;Russische Föderation;;;;;7A002a+b;;;;; Fr. 7'212'800.00 
16066;29.08.2014;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 138'755.00 
16067;29.08.2014;Russische Föderation;;;;2B001.a;;;;;; Fr. 258'665.00 
16068;29.08.2014;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 389'783.00 
16069;29.08.2014;Russische Föderation;;;;2B201b1;;;;;; Fr. 569'925.00 
16070;29.08.2014;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 2'335'721.00 
16071;29.08.2014;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 106'707.00 
16072;29.08.2014;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 420'112.00 
16073;29.08.2014;Russische Föderation;;;;2B201b;2B001c;;;;; Fr. 315'565.00 
16074;29.08.2014;Russische Föderation;;;;2B201b;2B001c;;;;; Fr. 304'371.00 
16075;29.08.2014;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 2'619'770.00 
16076;29.08.2014;Hong Kong;;;;;3A001a2c;;;;; Fr. 126'930.00 
16002;01.09.2014;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 342'950.00 
16077;01.09.2014;China;;;;;6A005a6b2;;;;; Fr. 485'729.00 
16078;01.09.2014;Hong Kong;;;;;3A001a2c;;;;; Fr. 126'930.00 
16079;01.09.2014;Russische Föderation;;;;2B201b1;2B001c;;;;; Fr. 779'065.00 
16080;01.09.2014;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 98'410.00 
16081;01.09.2014;Russische Föderation;;;;2B201b1;;;;;; Fr. 643'720.00 
16082;01.09.2014;Russische Föderation;;;;2B201a;;;;;; Fr. 59'000.00 
16083;01.09.2014;Thailand;;;;;2B001a;;;;; Fr. 133'975.00 
16084;01.09.2014;China;;;;2B201b1;;;;;; Fr. 728'000.00 
16085;02.09.2014;Malaysia;;;;;6A005a6b2;;;;; Fr. 469'785.00 
16086;02.09.2014;Katar;;;;;6A005a6b2;;;;; Fr. 716'140.00 
16087;02.09.2014;Russische Föderation;;;;;6A005a6b2;;;;; Fr. 502'239.00 
16088;02.09.2014;Kroatien (Hrvatska);;;;2B201b1;;;;;; Fr. 257'502.00 
16090;02.09.2014;China;;;;2B201a1;2B001b2;;;;; Fr. 67'000.00 
16012;03.09.2014;Indien;;;;2B001a1;2B001b2;;;;; Fr. 675'000.00 
16091;03.09.2014;Ungarn;;;;;;16;;;; Fr. 60'000.00 
16092;03.09.2014;Vereinigte Arabische Emirate;;;;;1.00E+01;;;;; Fr. 1.00 
16093;03.09.2014;Russische Föderation;;;;;2B001a;;;;; Fr. 120'609.00 
16094;03.09.2014;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 3'093'330.00 
16095;03.09.2014;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 264'934.00 
15974;04.09.2014;Israel;;;;;2B001a;;;;; Fr. 123'890.00 
16096;04.09.2014;Belgien;;;;;;18a;;;; Fr. 11'855.00 
16097;04.09.2014;China;;;;2B201b;2B001c;;;;; Fr. 1'940'000.00 
16098;04.09.2014;China;;;;2B201b;2B001c1;;;;; Fr. 1'780'000.00 
16099;04.09.2014;Deutschland;;;;;;6a;;;; Fr. 215'154.00 
16100;04.09.2014;Russische Föderation;;;;2B201b;2B001c1;;;;; Fr. 2'289'200.00 
16101;04.09.2014;Russische Föderation;;;;2B201b;2B001c1;;;;; Fr. 2'289'200.00 
16102;04.09.2014;Russische Föderation;;;;2B201b;2B001c1;;;;; Fr. 2'289'200.00 
16103;04.09.2014;Russische Föderation;;;;2B201b;2B001c1;;;;; Fr. 2'289'200.00 
16104;04.09.2014;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 125'266.00 
16105;04.09.2014;Thailand;;;;2B201a;2B001b1;;;;; Fr. 626'110.00 
16106;04.09.2014;China;;;;;6A005a6b2;;;;; Fr. 355'000.00 
16107;05.09.2014;China;;;;;3A001a2c;;;;; Fr. 73'600.00 
16108;05.09.2014;China;;;;;2D002;;;;; Fr. 6'697.00 
16109;05.09.2014;Thailand;2B350.i7;;;;;;;;; Fr. 415'896.00 
16110;05.09.2014;Singapur;;;;;6A005a6b2;;;;; Fr. 463'396.00 
16111;05.09.2014;Frankreich;;;;2B201a1;2B001b2;;;;; Fr. 314'389.00 
16112;05.09.2014;China;;;;2B201b1;;;;;; Fr. 460'000.00 
16113;05.09.2014;Bulgarien;2B350g3;;;;;;;;; Fr. 11'587.00 
16114;08.09.2014;Belarus;;;0C003;;;;;;; Fr. 30'983.00 
16115;08.09.2014;Hong Kong;;;;;3A001a2c;;;;; Fr. 104'050.00 
16116;08.09.2014;Taiwan, Provinz von China;;;;2B201b1;;;;;; Fr. 800'000.00 
16117;08.09.2014;Vereinigte Arabische Emirate;;;;2B201a1;;;;;; Fr. 351'750.00 
16118;08.09.2014;Russische Föderation;;;;2B201a;2B001a;;;;; Fr. 852'336.00 
16119;08.09.2014;China;;;;2B201a1;2B001b2;;;;; Fr. 703'000.00 
16120;08.09.2014;Panama;;;;;5A002a1a;;;;; Fr. 36'000.00 
16126;09.09.2014;Brasilien;;;;;5A002a1a;;;;; Fr. 24'000.00 
16128;09.09.2014;Italien;2B350g2;;;;;;;;; Fr. 62'000.00 
16129;10.09.2014;China;2B352b;;;;;;;;; Fr. 300'000.00 
16130;10.09.2014;Taiwan, Provinz von China;;;;2B201b;2B001c;;;;; Fr. 1'168'977.00 
16133;10.09.2014;China;;;;2B201b;2B001c;;;;; Fr. 797'437.00 
16134;10.09.2014;China;;;;2B201b1;;;;;; Fr. 536'000.00 
16123;11.09.2014;China;;;;2B201b2;2B001c2;;;;; Fr. 1'403'515.00 
16135;11.09.2014;Brasilien;;;;;5D002c1;;;;; Fr. 25'000.00 
16137;11.09.2014;China;;;;;3A001a2c;;;;; Fr. 403'200.00 
16138;11.09.2014;China;;;;;3A001a7a;;;;; Fr. 151'200.00 
16139;11.09.2014;Frankreich;2B350i4;;;;;;;;; Fr. 3'200.00 
16140;11.09.2014;Frankreich;2B350i4;;;;;;;;; Fr. 1'485.00 
16141;11.09.2014;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 1.00 
16142;11.09.2014;Israel;;;;;2B001a;;;;; Fr. 301'648.00 
16143;11.09.2014;Kroatien (Hrvatska);;;;;5D002c1;;;;; Fr. 25'000.00 
16145;11.09.2014;Deutschland;2B350i4;;;;;;;;; Fr. 2'128.00 
16121;12.09.2014;Russische Föderation;;;;2B201b;2B001c;;;;; Fr. 531'454.00 
16122;12.09.2014;Russische Föderation;;;;2B201b;2B001c;;;;; Fr. 385'700.00 
16127;12.09.2014;Russische Föderation;;2B122;;;7B003;;;;; Fr. 180'000.00 
16131;12.09.2014;Russische Föderation;;;;2B201b;2B001c;;;;; Fr. 371'535.00 
16132;12.09.2014;Russische Föderation;;;;2B201b;2B001c;;;;; Fr. 371'535.00 
16136;12.09.2014;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 125'528.00 
16146;12.09.2014;Türkei;;;;2B201a1;2B001b1;;;;; Fr. 139'909.00 
16147;12.09.2014;Namibia;;;;;3A002g2;;;;; Fr. 840'000.00 
16148;12.09.2014;Singapur;;;;1C231;;;;;; Fr. 1'950.00 
16124;15.09.2014;Russische Föderation;2B350g3;;;;;;;;; Fr. 5'000.00 
16125;15.09.2014;Russische Föderation;2B350g3;;;;;;;;; Fr. 7'500.00 
16125;15.09.2014;Russische Föderation;2B350d3;;;;;;;;; Fr. 2'990.00 
16149;15.09.2014;China;;;;2B201a;2B001b2;;;;; Fr. 659'760.00 
16150;15.09.2014;China;;;;2B201a;2B001b2;;;;; Fr. 643'760.00 
16151;15.09.2014;Vietnam;;;;;5A002a1a;;;;; Fr. 61'710.00 
16152;15.09.2014;Bosnien und Herzegowina;;;;;5A002a1a;;;;; Fr. 6'476.00 
16153;15.09.2014;Indien;;;;;;;5.1;;; Fr. 1'530.00 
16154;15.09.2014;Deutschland;;;0B002g;;;;;;; Fr. 25'743.00 
16155;15.09.2014;Italien;;;;;;;5.1;;; Fr. 100.00 
16156;15.09.2014;Singapur;;;;1C231;;;;;; Fr. 4'800.00 
16158;15.09.2014;Slowenien;;;;;;;;5.2;; Fr. 40'000.00 
16159;15.09.2014;Tansania, Vereinigte Republik;;;;;5A002a1a;;;;; Fr. 24'398.00 
